American Staffordshire Terrier,"The AmStaff should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","Taking care of the AmStaff 's short, stiff coat is remarkably easy. A quick once-over with a soft bristle brush every week is usually enough to remove any dirt or other foreign matter. What 's more, a good brushing distributes skin oils throughout the coat to help keep it healthy. If an Am Staff gets into something particularly messy, a bath will probably be called for. Otherwise, bathing can wait until when and if he develops a ?œdoggy??smell. As with all breeds, the AmStaff?˜s nails should be trimmed regularly, as overly long nails can be painful and cause the dog problems while walking and running.","An athletic, energetic dog such as the American Staffordshire Terrier requires a lot of exercise. Leaving the dog out in the yard all day is not the right approach, however: Yes, he can run around, but the AmStaff is a people-oriented dog who thrives when he is made part of the family. Long play sessions with his owner develop his physical and psychological health. In addition, many AmStaffs enjoy taking part in canine sports such as obedience, agility, and dock diving. AmStaffs are even trained in search-and-rescue and excel at it.","Early socialization and puppy training classes are recommended for all breeds, but given the AmStaff 's strong will, physical strength, and exuberance, they are a necessity. The breed 's intelligence and desire to please make training a fun, easy process. Even so, certain behaviors, such as chewing and digging, may be hard to resolve. It must be noted that dog aggression can develop even in well-socialized Am Staffs; an AmStaff should never under any circumstances be left alone with other dogs.","The Am Staff is a robust, healthy breed, and a responsible breeder will screen breeding stock for these health conditions such as canine hip dysplasia, cardiac disease, and skin and coat allergies. A genetic test has recently been developed for cerebellar ataxia, which causes a progressive decline in muscle coordination, first appearing between ages 3 and 5 years; now, by identifying dogs with the mutation, breeders can avoid producing it in their  bloodlines. As with all breeds, the ears should be checked regularly, and the dog 's teeth should be brushed often.",,,
American Water Spaniel,"The American Water Spaniel should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The American Water Spaniel has a dense, waterproof coat that can be either tightly curled or wavy. The breed was bred to work in the icy waters of the Great Lakes region, and its insulating, double-layer coat makes that possible. Weekly grooming is required, but it is a fairly simple process. During the summer, the coat is sparser, and can be brought into shape with a rubber-tipped pin brush. The rest of the year, and especially during shedding season, a slicker brush should be used to remove the dead hair from the undercoat. As with all breeds, the American Water Spaniel?˜s nails should be trimmed regularly.","American Water Spaniels are outdoorsy athletes who love hunting and swimming, so they need ample exercise. Without sufficient activity, they can become barky and destructive. At a minimum, vigorous play sessions with their owner or a companion dog in a park or a large backyard are needed every day. They truly thrive, however, when given a job to do and make great hunting companions?”after all, it 's in their DNA. Participating in field trials or obedience, agility, or dock diving events will give the American Water Spaniel a chance to burn off all that excess energy in a positive way.","As with all breeds, early socialization puppy training classes are highly recommended. Socialization?”gently exposing the puppy to a wide variety of people, places, and situations between the ages of about 7 weeks and 4 months?”will help him develop into a well-adjusted, well-mannered adult. American Water Spaniels are often aloof with strangers, and some may have a touch of stubbornness, but they are happy creatures who want nothing more than to please their owners. This makes training them easy and fun. Given this breed 's energy and innate talents, owners and their dogs enjoy participating together in canine sports such as tracking agility, barn hunt, and flyball, as well as field events, which teach the dog to flush game and retrieve waterfowl.","As with all breeds, the majority of American Water Spaniels will live long and healthy lives when given proper care and regular veterinarian visits. A responsible breeder will test breeding stock for health concerns such as hip dysplasia, eye disorders, cardiac abnormalities and degenerative myelopathy.",,,
Anatolian Shepherd Dog,"The Anatolian Shepherd Dog should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). The Anatolian does not tend to overeat. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.", ,"Bred to work outdoors, the Anatolian has a thick undercoat that protects him from the elements. Some Anatolians have a long outer coat, but on most it is quite short, and a quick brushing once a week will keep it looking good. Keep in mind, though, that the Anatolian sheds  his undercoat twice a year. During shedding season, he will need to given a thorough brushing-out to remove the dead hair, with a short-bristle brush and possibly a comb as well, every few days. As with all breeds, the Anatolian 's nails should be trimmed regularly.","Because he only needs a moderate amount of exercise, an Anatolian will be happy with time in a yard?”be sure it has a tall, strong fence and a locked gate?”and a long walk once or twice a day. Remember, though, that an Anatolian must be kept on leash whenever he is taken out of the home. As one breeder says, ?œDon 't assume that your dogs will be reliable off leash. False security on your part can become a disaster.??,Because the breed tends to be wary toward others and instinctively protective", an Anatolian puppy must be socialized. Obedience training is a must with the breed. The Anatolian was bred to work independently, make decisions on his own, and protect his flock from outsiders," and training the breed to respond to commands can be a challenge. Under no circumstances should an Anatolian receive protection or guard-dog training."""
Appenzeller Sennenhund,"The Appenzeller Sennenhund should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","Appenzellers have a firm double coat. The topcoat is thick and shiny, and the undercoat is a thick black, brown or gray. Weekly brushing is recommended with a firm brush to remove loose and dead hair. Check frequently for buildup of dirt and foreign bodies in the ears, and if you reside in tick-prone areas, always be sure to check your dog 's ears and coat after coming in from walks.","The Appenzeller is a herding/working breed with boundless energy. They are highly intelligent and need a job to do. Early socialization is necessary, and training at an early age is crucial. They are a strong powerful breed with incredible speed and need plenty of room to run. This is not a breed that thrives in a busy urban environment or in the suburbs unless he has lots of activity, nor is it a breed for kenneling. He prefers to be outside, where his strong herding and guarding instincts and his bond with his territory and his ?œpeople??keep him from running off.","The Appenzeller is a high-spirited dog that is very capable and reliable. Early socialization and puppy obedience are absolutely crucial. They are highly intelligent and need a fair but firm ?œleader.??The Appenzeller does not react well to harsh or hard handling, but the owner/trainer must be firm, respectful, and most of all, consistent in their training. This breed is watchful and protective of his territory, home and people. It is very important to socialize the Appenzeller with people, dogs, and other animals early on, and expose him to a variety of surroundings and situations. While not a breed for everyone, particularly the first-time or inexperienced dog owner, a well-trained Appenzeller is a loyal and loving companion. Give him a job and provide good leadership, and he will be loyal and content.","The Appenzeller is a healthy breed with few health issues. Life expectancy is 12 to 15 years, but it is not unheard of for them to live well beyond that.",,,
Australian Cattle Dog,"The Australian Cattle Dog should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Australian Cattle Dogs are very athletic, active canines, so be mindful that your dog is getting good nutrition to meet his needs. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Australian Cattle Dog was bred to work outdoors and has a smooth, double-layer coat that protects him from the elements. This coat has no odor or oily residue, so an Australian Cattle Dog generally needs just a quick brushing once a week and an occasional bath. Keep in mind, though, that the ACD sheds his undercoat twice a year. During shedding season, every few days he will need a thorough brushing-out to remove the dead hair, using a short-bristle brush and possibly a comb as well. As with all breeds, the Australian Cattle Dog?˜s nails should be trimmed regularly.","A very active, high-energy dog, the Australian Cattle Dog needs more than just a quick walk and playtime in the yard. ACDs really need a job in order to remain happy and healthy. On a working farm, this may not be an issue, especially if there are animals to herd. In other living situations, going with his owner on runs every day, or nearly every day, is a good outlet for his energy. An ideal choice is participation in dog sports, where the Australian Cattle Dog and owner take part in canine activities such as obedience or agility that channel the breed 's drive and abundant energy in a fun way.","Early socialization and obedience training are a must for the Australian Cattle Dog. The ACD is a highly intelligent, energetic breed that is only really happy when on the job. Therefore, continuing training and participation in activities such as obedience, herding, or agility is highly recommended. This can represent a large time commitment on the part of the owner, but participation together fosters a bond between you and your dog, and it 's fun for both of you. Remember, an intelligent, energetic dog who is not kept occupied will become bored, and a bored, energetic dog can be destructive.","A responsible breeder will screen breeding stock for health conditions such as deafness; progressive retinal atrophy, or PRA, which causes vision loss; and hip dysplasia. An ACD 's ears should be checked regularly to remove foreign matter and avoid a buildup of wax, and his teeth should be brushed regularly.",,,
Australian Kelpie,"The Australian Kelpie should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Australian Kelpie has a double coat with a short, dense undercoat. The outer coat is close, each hair straight, hard and lying flat, so that it resists rain. Kelpies need weekly brushing or combing to remove dead hairs, and the occasional bath will keep them clean and looking their best. Otherwise, the Kelpie is a relatively low-maintenance breed.","Australian Kelpies need a lot of exercise to be their happiest selves. A good jog or long workout combined with the mental exercise of obedience lessons should be done daily. Kelpies prefer to have a job to do (they will try to herd other dogs, pets, even children), but they also have an ?œoff??switch. They can do a five-mile run, then settle on the couch with the family to watch a movie. Kelpies are not suited to apartment living as they need space for their limitless energy.","Training for dog sports like agility, obedience and rally can be a great way to give your dog exercise. Kelpies are eager for a job to do, so giving them the mental exercise that training provides is a great way to keep them happy and involved.","Most Australian Kelpies are healthy dogs. Working with a responsible breeder, those wishing to own a Kelpie can gain the education they need about specific health concerns. Good breeders utilize genetic testing of their breeding stock to reduce the likelihood of disease in their puppies.",,,
Australian Shepherd,"The Australian Shepherd should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","In general, weekly brushing sessions will keep the Australian Shepherd 's waterproof, double-layer coat looking its best. During shedding season, though, more work will be required. During this period an undercoat rake can be used every two or three days to remove the abundant dead hair, followed by a cleanup with the wire brush. Aussies often work and/or play outdoors, so it 's not unusual for them to come in dirtier than they left. But unless they?™ve gotten into a particularly messy situation, they require a bath only occasionally. As with all breeds, the Aussie?˜s nails should be trimmed regularly.","A high-energy, athletic dog, the Aussie needs a great deal of exercise on a daily basis. At minimum, he should have a large, fenced-in yard to run around in for at least an hour or two daily. Aussies bond closely with their owners and love to accompany them on long walks?”or, better yet, hikes. Once an Aussie leaves puppyhood behind, and his skeletal system is fully formed, he can make a great running companion. The best course, however, is to give the Aussie a job, whether that is herding livestock, shepherding children, or competing in canine events such as obedience, herding or agility trials, or dock diving.","Early socialization and obedience training are both musts for the Australian Shepherd. One of the most frequent reasons Aussies end up in rescue situations is owners couldn 't (or wouldn 't) constructively channel the breed 's boundless energy through training. Aussies bond strongly to their families and so can be territorial and overprotective of their owners??property, and they can become destructive if left without companionship for long periods too often. Fortunately, that loyalty combined with the breed 's keen intelligence and high energy makes them very easy to train.","Aussies are generally healthy dogs, and a responsible breeder will test breeding stock for health concerns such as hip dysplasia, epilepsy, cataracts and certain forms of cancer.  An Aussie 's ears should be checked regularly to remove foreign matter and avoid a buildup of wax, and his teeth should be brushed regularly.",,,
Australian Stumpy Tail Cattle Dog,Good quality foods that are formulated to all life stages is recommended. Feeding amounts will vary depending upon the activity levels the dog gets daily. Two Meals equally spaced during the day will suffice. Free feeding can be done as long as the dog does not get overweight. A high energy feed that has non-GMO grains seems to work well with these dogs. Transitioning from puppy food to adult foods is really not necessary.,"Requirements for grooming are minimal. Weekly gentle brushing to remove excess shed hair and dirt. Bathing should be done as needed. Facial whiskers should not be removed, no trimming of tail hairs as this is a ?˜natural??breed. Toe nails need weekly attention as they tend to grow quickly and sharp. Coat length is 1 to 1+1/2 inches. Slight feathering on outer thighs. Coat should lay flat and close to the body.","The ?œStumpy??has a very high energy level and therefore needs daily exercise, a secure place to run, and mind stimulating work. With a high level of stamina, this breed can work stock all day in adverse condition for which it was developed. Hiking, backpacking, and obedience training is essential for healthy body and mind for the lifetime of the dog.",Easily trained using reward based methods. Problem solving and comical in nature. Temperament ranges from people friendly to a bit wary of strangers. Great with known persons. Can be a bit of a watch dog and alert owners to strangers nearing their property. Amenable to judges exams in the show rings,The Stumpy is a relatively healthy breed and can live 12 to 15 years. All pups should be BEAR hearing tested as this breed carries the gene for deafness. Progressive Retinal Atrophy and Primary Lens luxation are inherited eye problems and all breeding pairs should be DNA screened to make good breeding decisions.,,,
Australian Terrier,"The Australian Terrier should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Australian Terrier 's harsh, weatherproof, double coat does a good job of repelling dirt and mud, and is very easy to maintain. A quick brushing once a week is usually enough to keep it in fine shape. The long hairs that grow in front of and between the eyes can irritate the eyes if left unchecked; fortunately, they are easily plucked out with tweezers or fingers. An Aussie should have a bath only when needed. Shampooing softens the harsh coat, rendering its dirt-shedding capability ineffective, and too much bathing can also make the Aussie 's skin dry and flaky. As with all breeds, the Aussie?˜s nails should be trimmed regularly.","Terriers in general have a high energy level, and the Aussie is no exception. The breed is very active and requires regular exercise to keep from becoming bored and unhappy. Boredom leads to undesirable behavior. Daily play sessions, indoors or out, will keep an Aussie happy and well adjusted. However, these sessions must take place is a securely fenced yard, and when on walks or hikes, an Aussie must be on a leash. Aussies should never run loose?”their instinct to hunt is very strong, and they might not be able to resist running off to chase a cat or squirrel, and might pursue their prey so far from home that they can 't find their way back.","Aussies, like many terriers, benefit greatly from  puppy training classes and introductory obedience with treats, toys, or praise. Aussies are easily bored with routine, so training sessions will be short, whether the owner wants them to be or not. They are also willful and stubborn, so a firm, consistent approach is necessary. Even with training, though, an Aussie can be reluctant to share toys or human attention, and two males may not be able to share a household.","In general, the Aussie is a sturdy breed with few health problems. A responsible breeder will test breeding stock for health conditions such as luxating patella (a dislocated kneecap called a ""rick knee??in humans) and Legg-Calve-Perthes disease, a malformation of the hip joint that manifests early and can be corrected with surgery. Some dogs can develop itchy skin conditions, and flea control is essential. As with all breeds, the ears should be checked regularly, and the teeth should be brushed often.",,,
Azawakh,"The Azawakh should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Azawakh 's short, fine coat requires minimal upkeep. A weekly once-over with a soft bristle brush, a rubber grooming mitt or tool, or a hound glove is usually all that 's needed to keep the coat in good condition. Azawakhs don 't have a doggy odor, so frequent bathing isn 't necessary. Even if the hound does find his way into a mud puddle, a bath may not be required?”waiting for the mud to dry and then brushing it away may do the trick. As with all breeds, the Azawakh 's nails should be trimmed regularly, as overly long nails are painful and can impede the dog 's gait.","The Azawakh is an active breed, requiring daily exercise to keep both mind and body healthy. Adult Azawakhs can make great running companions. Failing that, a daily half-hour play session in a well-fenced field, park, or yard will keep the hound happy and healthy. However, an Azawakh left alone in the yard will not self-exercise. He is more likely to get the activity he needs in the presence of the owner or another dog.","Because the Azawakh is both highly intelligent and fiercely independent, training needs to be started early. Early socialization and puppy training classes with a trainer who has a positive approach are recommended. The Azawakh possesses an amazing amount of dignity and does not respond well to harsh or punishment-based training, which can produce a hound who is either broken in spirit, or aggressive and unmanageable. Positive, reward-based training with gentle but firm corrections can result in a hound who is obedient, affectionate, and loyal.","Azawakhs are generally health dogs, and a responsible breeder will screen breeding stock for health issues such as hypothyroidism, seizures, cardiac problems, and autoimmune-mediated disease. Azawakhs are slender, elegant dogs whose thin skin naturally allows their bone structure and muscle to show through; owners should learn what an Azawakh in good weight and condition looks like.",,,
Barbet,"The Barbet should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Typically not voracious eaters, Barbets can benefit from oil supplementation during drier months. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","Grooming can be a wonderful bonding experience for you and your dog. The proper grooming of a Barbet starts with a full brush-out, a comb through to the skin, and a good bath. An after-bath blow drying will straighten the hair and make a fluff ball ready for a scissor trim. An all-over trim to approximately 3 to 5 inches in length to show the shape of the body is preferred, while the head, ears and tail remain longer. For the purpose of showing, the hair on the head must reach the muzzle. After the trim, the Barbet must be wet down and left to air-dry to regain his natural curls.","A Barbet 's strong, fast-growing nails should be trimmed regularly with a nail clipper or grinder to avoid overgrowth, splitting and cracking. Ears should be checked regularly to avoid a buildup of wax and debris, which can result in infection. Teeth should be brushed regularly.","Bred as a marsh/swamp game retriever, the Barbet is an agile athlete and loyal partner in any activity, especially if it involves water. He actually has webbed paws specifically for swimming. Besides swimming, other options for exercise include play time in the backyard, preferably fenced, or taken for walks several times a day. Exercise can also come in the form of indoor activities, like hide-and-seek, chasing a ball rolled along the floor, or teaching them new tricks. The Barbet enjoys plenty of playtime with dogs and people, but is then content to lounge nearby indoors. He is happiest when well socialized and prefers not to spend too many hours alone.","Positive interactions and and upbeat training environment are needed for a Barbet, as the breed has a sensitive, but even, temperament. Training should be a relatively easy task, as Barbets are friendly, responsive, and agreeable. Agility, rally, dock diving, and lure coursing are all dog sports that Barbets have participated in, and make for great exercise and mental stimulation.",,,
Basenji,"The Basenji should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","Basenjis are fastidious creatures. Their short coat is a breeze to take care of, generally requiring no more than a quick once-over with a soft-bristle brush, a rubber grooming mitt or tool, or a hound glove every week. Brushing distributes skin oils throughout the coat to help keep it healthy and looking its best. Basenjis don 't have a ?œdoggy??smell, and they usually don 't need to be bathed unless they get into something particularly messy. As with all breeds, the Basenji?˜s nails should be trimmed regularly, because overly long nails can cause the dog pain as well as problems walking and running.","Basenjis are energetic, inquisitive, and very active. They require lots of regular exercise to keep them from becoming bored. Boredom can lead to destructive behavior. Long play sessions in a well-fenced yard or securely on lead are required. A Basenji should never run loose, as the breed 's instinct to hunt is very strong, and the dog might not be able to resist the urge to run off on a chase. Giving the dog a structured outlet for those instincts and that pent-up energy can help immensely; many Basenjis enjoy, and excel at, canine sports such as lure coursing, tracking, and obedience and agility competitions.","Early socialization and puppy training classes are recommended for all breeds, but given the Basenji 's bountiful energy, intelligence, and penchant for mischief, they are a necessity. Basenjis are often described as ?œcatlike,??which may not seem to bode well for training them. However, they do learn readily in an encouraging and rewarding atmosphere, and with the use of positive-training techniques. They also lose interest quickly, so training sessions should last no more than five or 10 minutes.","Basenji are generally healthy dogs, and responsible breeders screen for health disorders such as hypothyroidism, a type of inflammatory bowel disease called IPSID and canine hip dysplasia. Gene tests are available to identify carriers of Fanconi syndrome, a kidney disorder, as well as progressive retinal atrophy, or PRA; such tests allow breeders to plan breedings that will not produce those diseases. As with all breeds, a Basenji 's ears should be checked regularly, and the teeth should be brushed often.",,,
Basset Fauve de Bretagne,"The Basset Fauve de Bretagne should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Basset Fauve de Betagne is almost a ?œwash-and-wear??dog, with a coarse, wiry coat that repels dirt and resists matting. Some dogs have more coat than others. Longhaired dogs can be hand-stripped. All require grooming weekly with a fine-toothed comb, followed by a stiff brush. Shedding is seasonal. Nails should be trimmed regularly to avoid overgrowth and splitting. Teeth should be brushed and ears checked regularly.","Basset Fauves are energetic and love to play. Regular walks need to be on a leash as they can run off and follow their nose at a moment 's notice. Areas for exercise and play, such as a backyard, should be fenced for the same reasons. Exercise can also come in the form of indoor activities, like hide-and-seek, chasing a ball rolled along the floor, or teaching them new tricks. Training for dog sports like agility, obedience and rally can also be a great way to give your dog exercise.","The Basset Fauve de Bretagne is a small scent hound, bred originally to find rabbits. The nose goes to the ground and can overpower the brain if the dog is not trained from an early age to tune into his human. Because of this breed 's intelligence, mental stimulation is as important as physical exercise.","The Basset Fauve de Bretagne is a relatively healthy dog, and responsible breeders screen their stock for health concerns such as progressive retinal atrophy (PRA), epilepsy, cardiomyopathies, skin allergies and age-related thyroid issues. A gene test for primary open angle glaucoma is now available, meaning breeders are able to identify carriers and avoid producing this eye anomaly.",,,
Basset Hound,"The Basset Hound should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","Although it might seem that with his short, smooth hair the Basset Hound won 't need any grooming, that 's not quite the case. Regular grooming sessions are an important part of keeping the breed healthy and happy. The Basset 's short hair can shed profusely. Shedding can be kept under control by gently going over the dog at least once a week with a soft brush or a shedding tool. As well as removing hair that is ready to shed, grooming is like an all-body massage that benefits his skin and overall health. The Basset will also need his nails trimmed regularly, and an occasional bath will help to keep his coat clean and shiny.","Basset Hounds are not as active as some breeds, but they do require regular, moderate exercise. Usually a daily walk at a moderate pace will fill the bill. Exercise will help to keep the Basset healthy and prevent him from becoming overweight. Since the breed was developed to work in a pack with other dogs, Bassets enjoy canine company on their outings, and the breed can be quite playful. After a walk or play session they?™ll typically settle down for a comfortable sleep.","Basset Hounds are very independent, and training the breed can be a challenge. Over the centuries, scenthounds of this type were developed to hunt on their own and to follow a track without distraction. Because of this, they can seem aloof and not interested in following your commands. However, a Basset definitely can be trained?”it will just take time, consistency, and persistence. Using treats and early socialization in puppyhood is crucial, and as the Basset matures he and his owner can benefit from continued positive obedience training.","Because of the Basset 's ears are long and droopy, it 's important to check them frequently to ensure that air circulation hasn 't led to an infection. Shaking the head or scratching at the ears may indicate the need for a vet visit. Responsible breeders check for health conditions such as hip dysplasia, elbow dysplasia, glaucoma, hypothyroidism, bleeding disorders, and luxating patella, a dislocated kneecap once called a ""rick knee??in humans. Brushing your dog 's teeth with specially formulated canine toothpaste at least twice a week is also a vital part of Basset health care.",,,
Bavarian Mountain Scent Hound,"The Bavarian Mountain Scent Hound should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Bavarian requires regular brushing. His coat is dense, close fitting and harsh, with little gloss, and is finer on the head and ears, and harsher and longer on the belly, legs and tail. The breed 's strong, fast-growing nails should be trimmed regularly with a nail clipper or grinder to avoid overgrowth, splitting and cracking. Their ears should be checked regularly to avoid a buildup of wax and debris, which can result in infection. Teeth should be brushed regularly.","Bavarian Mountain Scent Hounds are not suited for city life. They are in regular need of space and exercise. They are also not dogs for the casual hunter. Most are owned and used by foresters and game wardens. If not placed in a working home, the Bavarian will need an abundant amount of physical and mental stimulation to satisfy his high hunting instinct. He is not a kennel dog, but can be trained to sleep and eat there. Space to run and play in an area with a high fence is important, as they have been known to climb fences and dig holes when bored.","Bavarians are social, intelligent dogs, and, much like other breeds, if not kept mentally stimulated they will become bored, unhappy and destructive. Continued proper training, conditioning and patience are required. During training, they do best with positive reinforcement, never punishment.",Bavarians are a generally very healthy breed. Responsible breeders screen their stock for health concerns such as hip dysplasia and epilepsy. Good breeders utilize genetic testing of their breeding stock to reduce the likelihood of disease in their puppies.,,,
Beagle,"The Beagle should do well on a high-quality dog food, whether commercially manufactured or home-prepared with your veterinarian 's supervision and approval. Any diet should be appropriate to the dog 's age (puppy, adult, or senior). Some dogs are prone to getting overweight, so watch your dog 's calorie consumption and weight level. Treats can be an important aid in training, but giving too many can cause obesity. Learn about which human foods are safe for dogs, and which are not. Check with your vet if you have any concerns about your dog 's weight or diet. Clean, fresh water should be available at all times.","The Beagle has a smooth, dense double coat that gets heavier in the winter, so spring is shedding season. Beagles also shed moderately year-round. Weekly brushing with a medium-bristle brush, a rubber grooming mitt or tool, or a hound glove will remove the loose hair, and promotes new hair growth as well. Beagles don 't need to be bathed too often, unless they happen to get into something particularly messy. As with all breeds, the Beagle 's nails should be trimmed regularly, because overly long nails can cause the dog pain as well as problems walking and running.","Beagles are active, energetic dogs who need at least an hour of exercise every day. This doesn 't mean just letting them out in the backyard. Beagles were bred to work in packs and are happiest when they have company. A Beagle who is left alone inside or outside for long periods of time will tend to become destructive. This can be avoided if he has a companion (whether human or canine) to play with. Beagles are escape artists, so an exercise area must have a fence at least five feet tall that extends underground to prevent tunneling. Walks must always be taken on a leash, because as a scenthound with a very strong hunting instinct, a Beagle will not be able to resist the urge to run off in pursuit of a compelling scent.","As with all dogs, early socialization and puppy training classes are a must. Treats are a huge aid in training. Beagles do not respond well to harsh techniques, but patience, positive reinforcement and even a little creativity will win out in the end.","Responsible breeders will screen their breeding stock for health conditions such as hip dysplasia, hypothyroidism, epilepsy, luxating patella (a dislocated kneecap), and eye disorders. As with all breeds, a Beagle 's ears should be checked weekly, and the teeth should be brushed regularly.",,,
